timestamp,PIR,FOTORES,OCCUPIED?
2020-11-05 10:48:50.066258,0,1,0
2020-11-05 10:48:51.067588,0,1,0
2020-11-05 10:48:52.068912,0,1,0
2020-11-05 10:48:53.070235,0,1,0
2020-11-05 10:48:54.071556,0,1,0
2020-11-05 10:48:55.072883,0,1,0
2020-11-05 10:48:56.074192,0,1,0
2020-11-05 10:48:57.075533,0,1,0
2020-11-05 10:48:58.076849,0,1,0
2020-11-05 10:48:59.078140,0,1,0
2020-11-05 10:49:00.079464,0,1,0
2020-11-05 10:49:01.080971,0,1,0
2020-11-05 10:49:02.082329,0,1,0
2020-11-05 10:49:03.083649,0,1,0
2020-11-05 10:49:04.084965,0,1,0
2020-11-05 10:49:05.086321,0,1,0
2020-11-05 10:49:06.087638,0,1,0
2020-11-05 10:49:07.088988,0,1,0
2020-11-05 10:49:08.090325,0,1,0
2020-11-05 10:49:09.091636,0,1,0
2020-11-05 10:49:10.092961,0,1,0
2020-11-05 10:49:11.094288,0,1,0
2020-11-05 10:49:12.095613,0,1,0
2020-11-05 10:49:13.096928,0,1,0
2020-11-05 10:49:14.098260,0,1,0
2020-11-05 10:49:15.099580,0,1,0
